100;100;0.5;0.7;5;had12.txt
1764;1891;2016
1740;1876;1990
1734;1874;2020
1754;1879;2032
1728;1876;2006
1768;1880;1988
1704;1882;2002
1760;1890;2002
1744;1869;2006
1768;1888;2024
1746;1873;1978
1780;1875;2000
1754;1882;2010
1768;1870;2006
1756;1872;2006
1752;1871;1986
1768;1869;1988
1726;1867;1976
1728;1877;2028
1748;1877;2004
1748;1876;2016
1752;1869;2004
1772;1884;2002
1728;1863;2006
1764;1867;1998
1726;1880;2006
1734;1871;1988
1750;1873;2018
1736;1866;2018
1766;1886;2022
1780;1880;2010
1752;1876;2036
1746;1875;2002
1754;1878;1980
1716;1868;1972
1720;1877;2022
1726;1877;2010
1752;1878;2018
1750;1876;1994
1754;1870;1992
1754;1875;2010
1728;1867;2006
1772;1871;2012
1750;1880;1980
1734;1873;1994
1724;1877;2018
1740;1878;2044
1786;1874;2016
1764;1874;2016
1770;1886;1980
1790;1886;1998
1750;1869;1976
1772;1884;1984
1752;1885;2010
1764;1879;2028
1756;1879;2006
1734;1885;1994
1746;1875;2002
1772;1874;2002
1744;1873;2014
1748;1876;2002
1746;1872;1988
1754;1874;2014
1786;1876;2028
1724;1877;2010
1758;1876;1996
1724;1878;2002
1724;1869;1964
1752;1872;1986
1748;1880;2018
1738;1879;2034
1742;1872;1980
1728;1874;2010
1736;1879;1998
1766;1882;2022
1776;1873;1994
1772;1873;1990
1740;1882;1982
1738;1884;1990
1758;1874;2016
1722;1875;1992
1764;1880;1974
1766;1882;2006
1740;1877;1990
1776;1878;2014
1748;1871;1980
1706;1878;2030
1776;1880;1996
1772;1877;1982
1750;1879;2028
1754;1880;2018
1734;1870;2036
1742;1876;2010
1734;1876;2056
1726;1871;2000
1752;1877;2036
1734;1875;1998
1742;1873;2014
1744;1871;1966
1776;1873;2036
