1714;1888;2026;;
1714;1859;1986;;Px = 0.4
1698;1837;1936;;Pm = 0.07
1698;1827;1976;;Toru = 25
1684;1814;1968;;
1680;1814;2004;;
1670;1796;1968;;
1668;1798;1968;;
1660;1802;1964;;
1660;1794;2000;;
1660;1790;1978;;
1660;1785;1958;;
1660;1788;1954;;
1652;1784;1962;;
1652;1776;1998;;
1652;1776;1988;;
1652;1765;1918;;
1652;1745;1960;;
1652;1744;1960;;
1652;1745;1922;;
1652;1741;1956;;
1652;1747;1976;;
1652;1752;1958;;
1652;1760;1990;;
1652;1750;1954;;
1652;1750;1954;;
1652;1747;1952;;
1652;1755;1948;;
1652;1742;1966;;
1652;1741;1964;;
1652;1746;1942;;
1652;1744;1920;;
1652;1750;1976;;
1652;1752;1944;;
1652;1751;1922;;
1652;1758;1984;;
1652;1761;1976;;
1652;1764;1952;;
1652;1750;1932;;
1652;1744;1936;;
1652;1735;1996;;
1652;1759;1982;;
1652;1750;1932;;
1652;1758;1940;;
1652;1759;1956;;
1652;1749;1968;;
1652;1752;1972;;
1652;1751;1990;;
1652;1740;1906;;
1652;1743;1924;;
1652;1743;1936;;
1652;1748;1912;;
1652;1737;1968;;
1652;1741;1934;;
1652;1739;1926;;
1652;1753;1940;;
1652;1754;1936;;
1652;1755;1936;;
1652;1744;1944;;
1652;1764;1942;;
1652;1757;1926;;
1652;1749;1964;;
1652;1732;1928;;
1652;1732;1934;;
1652;1765;1992;;
1652;1750;1966;;
1652;1759;1936;;
1652;1756;1962;;
1652;1747;1934;;
1652;1743;1944;;
1652;1745;1950;;
1652;1744;1936;;
1652;1762;1996;;
1652;1752;1964;;
1652;1770;1970;;
1652;1747;1988;;
1652;1739;1940;;
1652;1744;1966;;
1652;1744;1926;;
1652;1756;2000;;
1652;1750;1920;;
1652;1740;1944;;
1652;1750;1948;;
1652;1741;2016;;
1652;1745;1958;;
1652;1747;1950;;
1652;1752;2010;;
1652;1757;1998;;
1652;1750;1948;;
1652;1750;1960;;
1652;1761;2006;;
1652;1747;1964;;
1652;1754;1962;;
1652;1755;1944;;
1652;1748;2014;;
1652;1747;1964;;
1652;1741;1916;;
1652;1755;1944;;
1652;1748;2010;;
1652;1750;1920;;
1652;1741;1920;;
1652;1743;1948;;
1652;1747;1942;;
1652;1756;1952;;
1652;1750;1992;;
1652;1753;1968;;
1652;1762;1956;;
1652;1750;1974;;
1652;1738;1964;;
1652;1772;1974;;
1652;1751;1944;;
1652;1738;1968;;
1652;1743;1936;;
1652;1748;1962;;
1652;1747;1976;;
1652;1736;1944;;
1652;1734;1954;;
1652;1727;1930;;
1652;1734;1898;;
1652;1742;1930;;
1652;1757;1950;;
1652;1764;1968;;
1652;1748;1940;;
1652;1744;1960;;
1652;1749;1936;;
1652;1751;1982;;
1652;1743;1958;;
1652;1750;1946;;
1652;1752;1956;;
1652;1748;1972;;
1652;1744;1970;;
1652;1741;1982;;
1652;1736;1926;;
1652;1738;1952;;
1652;1742;1908;;
1652;1749;1968;;
1652;1736;1986;;
1652;1741;1938;;
1652;1753;1930;;
1652;1754;1962;;
1652;1758;1958;;
1652;1744;1942;;
1652;1745;1960;;
1652;1752;1936;;
1652;1742;1932;;
1652;1757;1948;;
1652;1770;1972;;
1652;1757;1946;;
1652;1745;1968;;
1652;1753;1994;;
1652;1740;1962;;
1652;1753;1950;;
1652;1764;1990;;
1652;1751;1932;;
1652;1748;1958;;
1652;1755;1996;;
1652;1738;1940;;
1652;1747;1942;;
1652;1736;1940;;
1652;1742;1952;;
1652;1741;1956;;
1652;1747;1930;;
1652;1735;1946;;
1652;1743;1980;;
1652;1742;1942;;
1652;1764;1964;;
1652;1756;1930;;
1652;1750;1946;;
1652;1749;1934;;
1652;1747;1952;;
1652;1748;1964;;
1652;1736;2012;;
1652;1739;2010;;
1652;1743;1996;;
1652;1750;1952;;
1652;1764;1982;;
1652;1756;1970;;
1652;1752;1968;;
1652;1739;1950;;
1652;1751;1942;;
1652;1747;1922;;
1652;1749;1920;;
1652;1745;2004;;
1652;1738;1940;;
1652;1735;1990;;
1652;1741;1968;;
1652;1752;1912;;
1652;1748;1960;;
1652;1750;1954;;
1652;1759;1946;;
1652;1750;1970;;
1652;1753;1976;;
1652;1741;1946;;
1652;1746;1952;;
1652;1755;1956;;
1652;1752;1968;;
1652;1752;1936;;
1652;1750;1942;;
1652;1740;1904;;
1652;1745;1912;;
1652;1752;1948;;
1652;1748;1978;;
1652;1738;1996;;
1652;1739;1978;;
1652;1746;1946;;
1652;1745;1936;;
1652;1732;1922;;
1652;1740;1988;;
1652;1740;1944;;
1652;1732;1942;;
1652;1739;1984;;
1652;1728;1994;;
1652;1743;1966;;
1652;1745;1942;;
1652;1743;1904;;
1652;1735;1962;;
1652;1727;1922;;
1652;1736;1912;;
1652;1758;1970;;
1652;1751;1996;;
1652;1739;1990;;
1652;1749;2006;;
1652;1752;1952;;
1652;1757;1942;;
1652;1751;1938;;
1652;1742;1924;;
1652;1746;1930;;
1652;1744;2010;;
1652;1739;1966;;
1652;1734;1942;;
1652;1740;1964;;
1652;1750;1946;;
1652;1736;1936;;
1652;1755;1972;;
1652;1743;1942;;
1652;1732;1966;;
1652;1748;1942;;
1652;1750;1942;;
1652;1752;1950;;
1652;1736;1958;;
1652;1751;1920;;
1652;1742;1972;;
1652;1745;1950;;
1652;1733;1918;;
1652;1744;1946;;
1652;1748;1942;;
1652;1742;1942;;
1652;1743;1930;;
1652;1748;1922;;
1652;1737;1894;;
1652;1746;1924;;
1652;1737;1954;;
