300;300;0.15;0.75;11;had14.txt
2882;3155;3392
2794;3084;3318
2820;3057;3282
2850;3051;3308
2848;3039;3306
2816;3021;3274
2814;3026;3344
2788;3018;3324
2788;3014;3308
2780;3003;3298
2762;2991;3234
2762;2985;3276
2762;2972;3278
2762;2960;3266
2762;2973;3254
2736;2966;3236
2752;2964;3272
2752;2969;3300
2740;2959;3296
2740;2964;3242
2732;2962;3292
2732;2952;3270
2736;2948;3222
2724;2938;3256
2724;2950;3194
2724;2942;3294
2724;2955;3216
2724;2946;3286
2732;2950;3252
2732;2933;3232
2732;2936;3230
2732;2951;3252
2732;2940;3254
2728;2943;3284
2728;2944;3238
2728;2943;3256
2726;2932;3214
2728;2926;3334
2724;2936;3248
2724;2923;3238
2724;2913;3246
2724;2908;3248
2724;2903;3256
2724;2898;3236
2724;2905;3204
2724;2916;3230
2724;2917;3270
2724;2920;3310
2724;2932;3290
2724;2920;3240
2724;2917;3256
2724;2919;3224
2724;2910;3248
2724;2909;3224
2724;2903;3232
2724;2913;3200
2724;2908;3250
2724;2919;3288
2724;2924;3236
2724;2905;3234
2724;2919;3336
2724;2914;3254
2724;2919;3222
2724;2937;3292
2724;2916;3248
2724;2912;3196
2724;2919;3330
2724;2906;3330
2724;2907;3230
2724;2903;3248
2724;2912;3218
2724;2912;3194
2724;2914;3242
2724;2913;3236
2724;2925;3238
2724;2925;3284
2724;2917;3208
2724;2903;3196
2724;2896;3298
2724;2886;3262
2724;2894;3276
2724;2910;3258
2724;2910;3186
2724;2918;3270
2724;2931;3240
2724;2914;3224
2724;2901;3250
2724;2922;3252
2724;2922;3198
2724;2917;3244
2724;2917;3220
2724;2904;3338
2724;2913;3198
2724;2921;3242
2724;2920;3256
2724;2910;3270
2724;2903;3200
2724;2893;3308
2724;2887;3274
2724;2896;3254
2724;2905;3208
2724;2928;3286
2724;2922;3220
2724;2926;3178
2724;2921;3236
2724;2921;3278
2724;2915;3206
2724;2914;3294
2724;2925;3294
2724;2914;3246
2724;2912;3348
2724;2929;3292
2724;2914;3190
2724;2925;3360
2724;2926;3276
2724;2911;3306
2724;2917;3296
2724;2919;3402
2724;2910;3232
2724;2901;3216
2724;2901;3200
2724;2899;3300
2724;2905;3204
2724;2908;3332
2724;2900;3266
2724;2907;3250
2724;2902;3300
2724;2903;3196
2724;2923;3292
2724;2905;3242
2724;2917;3216
2724;2909;3248
2724;2904;3286
2724;2893;3186
2724;2910;3252
2724;2895;3284
2724;2908;3196
2724;2904;3232
2724;2917;3240
2724;2916;3192
2724;2920;3268
2724;2919;3216
2724;2905;3212
2724;2916;3294
2724;2907;3264
2724;2907;3378
2724;2916;3252
2724;2910;3298
2724;2914;3280
2724;2921;3328
2724;2914;3256
2724;2915;3276
2724;2914;3222
2724;2917;3264
2724;2909;3282
2724;2908;3252
2724;2911;3228
2724;2916;3290
2724;2904;3260
2724;2915;3260
2724;2914;3240
2724;2914;3266
2724;2909;3302
2724;2910;3218
2724;2909;3284
2724;2909;3348
2724;2917;3322
2724;2904;3264
2724;2908;3288
2724;2920;3362
2724;2915;3212
2724;2919;3200
2724;2926;3256
2724;2932;3270
2724;2938;3282
2724;2931;3204
2724;2937;3244
2724;2948;3234
2724;2933;3246
2724;2942;3288
2724;2928;3264
2724;2919;3288
2724;2923;3268
2724;2918;3246
2724;2904;3280
2724;2910;3246
2724;2904;3228
2724;2910;3302
2724;2922;3242
2724;2904;3274
2724;2917;3354
2724;2916;3244
2724;2910;3312
2724;2917;3318
2724;2897;3218
2724;2915;3228
2724;2907;3268
2724;2904;3230
2724;2890;3280
2724;2907;3288
2724;2904;3292
2724;2894;3222
2724;2918;3252
2724;2916;3194
2724;2925;3242
2724;2908;3202
2724;2917;3204
2724;2912;3190
2724;2900;3280
2724;2895;3278
2724;2907;3212
2724;2917;3310
2724;2929;3250
2724;2912;3282
2724;2917;3210
2724;2921;3318
2724;2926;3238
2724;2908;3220
2724;2919;3262
2724;2923;3220
2724;2924;3258
2724;2915;3260
2724;2923;3254
2724;2913;3230
2724;2909;3220
2724;2916;3290
2724;2908;3202
2724;2903;3264
2724;2916;3300
2724;2917;3226
2724;2912;3300
2724;2901;3204
2724;2911;3212
2724;2904;3188
2724;2906;3222
2724;2902;3358
2724;2911;3198
2724;2907;3238
2724;2907;3262
2724;2913;3248
2724;2919;3236
2724;2914;3274
2724;2913;3212
2724;2929;3272
2724;2906;3220
2724;2905;3264
2724;2908;3228
2724;2913;3268
2724;2894;3216
2724;2901;3308
2724;2894;3238
2724;2908;3268
2724;2905;3342
2724;2894;3292
2724;2917;3278
2724;2918;3226
2724;2901;3272
2724;2912;3222
2724;2906;3236
2724;2906;3276
2724;2913;3238
2724;2917;3274
2724;2917;3286
2724;2920;3286
2724;2923;3254
2724;2901;3252
2724;2897;3252
2724;2912;3218
2724;2895;3192
2724;2901;3220
2724;2899;3228
2724;2903;3210
2724;2901;3204
2724;2896;3200
2724;2897;3252
2724;2903;3248
2724;2910;3228
2724;2898;3216
2724;2895;3282
2724;2903;3286
2724;2918;3256
2724;2920;3270
2724;2914;3238
2724;2926;3274
2724;2923;3296
2724;2917;3260
2724;2918;3244
2724;2913;3296
2724;2915;3232
2724;2921;3212
2724;2911;3298
2724;2913;3252
2724;2914;3248
2724;2915;3350
2724;2909;3224
2724;2914;3258
2724;2907;3266
2724;2916;3214
2724;2911;3380
2724;2901;3254
