300;300;0.15;0.75;11;had14.txt
;;;najlepszy osobnik;œrednia;najgorszy osobnik
;;;2930;3149;3362
;;;2860;3085;3256
;;;2844;3071;3328
;;;2840;3053;3268
;;;2830;3039;3328
;;;2818;3028;3286
;;;2810;3020;3332
;;;2788;3007;3328
;;;2794;3002;3314
;;;2790;2997;3288
;;;2772;2993;3278
;;;2764;2990;3282
;;;2756;2989;3286
;;;2756;2980;3364
;;;2760;2979;3248
;;;2760;2972;3266
;;;2748;2963;3250
;;;2746;2961;3244
;;;2744;2959;3270
;;;2742;2967;3306
;;;2740;2954;3280
;;;2734;2948;3288
;;;2734;2956;3266
;;;2734;2949;3246
;;;2734;2949;3262
;;;2734;2950;3376
;;;2742;2943;3228
;;;2740;2945;3268
;;;2728;2939;3210
;;;2732;2944;3272
;;;2732;2949;3282
;;;2730;2949;3248
;;;2730;2936;3246
;;;2726;2926;3340
;;;2730;2935;3246
;;;2730;2938;3204
;;;2726;2938;3290
;;;2726;2943;3280
;;;2726;2926;3252
;;;2726;2913;3218
;;;2726;2936;3292
;;;2726;2942;3260
;;;2728;2954;3262
;;;2728;2956;3246
;;;2728;2953;3268
;;;2728;2968;3360
;;;2726;2943;3284
;;;2726;2923;3272
;;;2726;2927;3290
;;;2726;2922;3238
;;;2726;2911;3208
;;;2726;2916;3248
;;;2726;2917;3248
;;;2726;2923;3266
;;;2726;2921;3268
;;;2724;2912;3218
;;;2724;2930;3264
;;;2724;2924;3254
;;;2724;2919;3260
;;;2724;2916;3278
;;;2724;2922;3312
;;;2724;2910;3272
;;;2724;2917;3262
;;;2724;2911;3198
;;;2724;2900;3200
;;;2724;2898;3228
;;;2724;2914;3206
;;;2724;2914;3228
;;;2724;2895;3178
;;;2724;2911;3282
;;;2724;2905;3346
;;;2724;2905;3244
;;;2724;2908;3212
;;;2724;2900;3190
;;;2724;2890;3202
;;;2724;2897;3328
;;;2724;2898;3214
;;;2724;2896;3330
;;;2724;2892;3212
;;;2724;2895;3256
;;;2724;2897;3188
;;;2724;2931;3212
;;;2724;2912;3256
;;;2724;2895;3286
;;;2724;2896;3236
;;;2724;2894;3278
;;;2724;2911;3260
;;;2724;2903;3296
;;;2724;2913;3248
;;;2724;2907;3258
;;;2724;2920;3242
;;;2724;2919;3208
;;;2724;2910;3202
;;;2724;2902;3324
;;;2724;2900;3282
;;;2724;2899;3270
;;;2724;2901;3226
;;;2724;2891;3216
;;;2724;2911;3250
;;;2724;2921;3230
;;;2724;2935;3240
;;;2724;2935;3302
;;;2724;2935;3328
;;;2728;2931;3236
;;;2728;2933;3338
;;;2728;2935;3276
;;;2724;2931;3280
;;;2724;2939;3240
;;;2728;2937;3276
;;;2726;2939;3234
;;;2730;2946;3256
;;;2730;2945;3262
;;;2730;2949;3306
;;;2730;2929;3194
;;;2730;2928;3338
;;;2730;2923;3226
;;;2730;2929;3294
;;;2730;2922;3258
;;;2730;2924;3238
;;;2730;2918;3264
;;;2730;2907;3260
;;;2730;2899;3202
;;;2730;2922;3302
;;;2724;2905;3256
;;;2724;2913;3206
;;;2724;2923;3266
;;;2724;2910;3286
;;;2724;2924;3252
;;;2724;2931;3220
;;;2724;2930;3296
;;;2724;2947;3236
;;;2724;2953;3284
;;;2724;2947;3248
;;;2724;2923;3208
;;;2724;2933;3256
;;;2724;2914;3276
;;;2724;2919;3264
;;;2724;2901;3284
;;;2724;2910;3274
;;;2724;2914;3334
;;;2724;2892;3246
;;;2724;2897;3292
;;;2724;2917;3276
;;;2724;2913;3244
;;;2724;2928;3232
;;;2724;2925;3264
;;;2724;2926;3296
;;;2724;2917;3276
;;;2724;2915;3252
;;;2724;2892;3250
;;;2724;2898;3288
;;;2724;2911;3216
;;;2724;2903;3186
;;;2724;2896;3258
;;;2724;2908;3360
;;;2724;2909;3326
;;;2724;2911;3284
;;;2724;2911;3234
;;;2724;2915;3336
;;;2724;2917;3214
;;;2724;2916;3278
;;;2724;2925;3320
;;;2724;2915;3230
;;;2724;2917;3230
;;;2724;2923;3262
;;;2724;2920;3274
;;;2724;2916;3250
;;;2724;2917;3228
;;;2724;2918;3270
;;;2724;2927;3284
;;;2724;2922;3256
;;;2724;2924;3310
;;;2724;2909;3260
;;;2724;2912;3262
;;;2724;2902;3206
;;;2724;2907;3286
;;;2724;2906;3314
;;;2724;2917;3242
;;;2724;2919;3260
;;;2724;2916;3266
;;;2724;2892;3274
;;;2724;2892;3236
;;;2724;2894;3236
;;;2724;2900;3248
;;;2724;2913;3252
;;;2724;2908;3208
;;;2724;2905;3310
;;;2724;2906;3266
;;;2724;2904;3258
;;;2724;2905;3272
;;;2724;2913;3298
;;;2724;2923;3228
;;;2724;2916;3318
;;;2724;2925;3256
;;;2724;2934;3234
;;;2724;2931;3260
;;;2724;2916;3318
;;;2724;2912;3204
;;;2724;2912;3250
;;;2724;2920;3380
;;;2724;2917;3276
;;;2724;2923;3320
;;;2724;2921;3276
;;;2724;2920;3302
;;;2724;2917;3262
;;;2724;2912;3284
;;;2724;2910;3210
;;;2724;2902;3174
;;;2724;2914;3246
;;;2724;2909;3244
;;;2724;2928;3258
;;;2724;2916;3244
;;;2724;2911;3308
;;;2724;2896;3268
;;;2724;2903;3246
;;;2724;2903;3218
;;;2724;2898;3236
;;;2724;2897;3264
;;;2724;2909;3268
;;;2724;2907;3252
;;;2724;2922;3280
;;;2724;2909;3316
;;;2724;2906;3218
;;;2724;2892;3216
;;;2724;2917;3296
;;;2724;2909;3290
;;;2724;2913;3282
;;;2724;2905;3348
;;;2724;2903;3276
;;;2724;2909;3230
;;;2724;2913;3294
;;;2724;2909;3242
;;;2724;2921;3254
;;;2724;2917;3252
;;;2724;2915;3258
;;;2724;2912;3246
;;;2724;2903;3250
;;;2724;2914;3262
;;;2724;2894;3164
;;;2724;2918;3262
;;;2724;2912;3298
;;;2724;2904;3276
;;;2724;2925;3280
;;;2724;2931;3258
;;;2724;2929;3270
;;;2724;2935;3322
;;;2724;2933;3244
;;;2724;2931;3280
;;;2724;2922;3240
;;;2724;2915;3206
;;;2724;2924;3234
;;;2724;2926;3270
;;;2724;2915;3242
;;;2724;2911;3260
;;;2724;2905;3278
;;;2724;2911;3198
;;;2724;2908;3236
;;;2724;2908;3194
;;;2724;2915;3306
;;;2724;2912;3230
;;;2724;2915;3278
;;;2724;2920;3300
;;;2724;2933;3240
;;;2724;2930;3230
;;;2724;2936;3274
;;;2724;2941;3230
;;;2724;2939;3268
;;;2724;2937;3250
;;;2724;2914;3214
;;;2724;2928;3284
;;;2724;2911;3218
;;;2724;2913;3270
;;;2724;2916;3240
;;;2724;2906;3218
;;;2724;2912;3242
;;;2724;2913;3206
;;;2724;2915;3230
;;;2724;2902;3320
;;;2724;2925;3222
;;;2724;2934;3266
;;;2724;2912;3228
;;;2724;2907;3322
;;;2724;2918;3232
;;;2724;2916;3310
;;;2724;2914;3270
;;;2724;2920;3228
;;;2724;2923;3206
;;;2724;2922;3256
;;;2724;2920;3284
;;;2724;2909;3262
;;;2724;2899;3328
;;;2724;2916;3230
;;;2724;2918;3222
;;;2724;2926;3264
;;;2724;2918;3256
;;;2724;2924;3264
;;;2724;2911;3262
;;;2724;2910;3204
;;;2724;2912;3288
;;;2724;2904;3216
