100;100;0.01;0.6;5;had12.txt
1764;1891;2016
1758;1838;1948
1746;1812;1946
1746;1806;1948
1734;1791;1910
1694;1770;1892
1694;1753;1890
1694;1734;1830
1682;1715;1828
1682;1698;1828
1682;1700;1850
1682;1709;1830
1680;1696;1828
1678;1685;1836
1678;1690;1828
1676;1694;1870
1676;1688;1824
1676;1690;1856
1676;1681;1838
1676;1680;1804
1676;1683;1880
1676;1681;1838
1676;1679;1792
1676;1685;1808
1676;1683;1838
1676;1678;1782
1676;1685;1824
1676;1678;1784
1676;1682;1776
1676;1684;1818
1676;1684;1906
1676;1684;1824
1676;1688;1880
1676;1678;1748
1676;1678;1808
1676;1682;1842
1676;1680;1772
1676;1681;1838
1676;1681;1838
1676;1679;1776
1676;1683;1838
1676;1686;1824
1676;1686;1894
1676;1685;1842
1676;1685;1880
1676;1684;1824
1676;1679;1838
1676;1684;1880
1676;1679;1782
1676;1683;1842
1676;1679;1798
1676;1681;1808
1676;1683;1814
1676;1679;1776
1676;1684;1842
1676;1682;1824
1676;1681;1880
1676;1680;1772
1676;1682;1880
1676;1683;1824
1676;1679;1766
1676;1678;1842
1676;1682;1772
1676;1682;1798
1676;1681;1808
1676;1682;1838
1676;1679;1840
1676;1684;1880
1676;1686;1824
1676;1679;1784
1676;1683;1782
1676;1684;1804
1676;1679;1798
1676;1683;1838
1676;1688;1880
1676;1681;1824
1676;1682;1824
1676;1681;1748
1676;1682;1776
1676;1684;1808
1676;1682;1838
1676;1679;1784
1676;1681;1808
1676;1681;1808
1676;1684;1928
1676;1677;1738
1676;1681;1792
1676;1682;1824
1676;1680;1808
1676;1680;1772
1676;1678;1792
1676;1679;1784
1676;1682;1838
1676;1685;1880
1676;1681;1792
1676;1682;1798
1676;1682;1782
1676;1683;1808
1676;1683;1842
1676;1681;1808
