300;300;0.2;0.8;15;had12.txt
1712;1884;2034
1726;1847;1964
1714;1834;1998
1694;1822;2000
1692;1820;1994
1676;1812;1952
1698;1817;1982
1694;1810;1986
1686;1808;1944
1670;1810;1972
1678;1805;2022
1676;1794;1960
1674;1792;1984
1674;1796;2026
1674;1795;1998
1670;1789;1942
1668;1796;2016
1674;1795;2004
1674;1796;1964
1666;1795;1994
1664;1794;1960
1664;1791;1996
1666;1796;2008
1666;1793;1986
1666;1785;1960
1666;1784;1958
1668;1791;1986
1662;1788;1934
1662;1796;1974
1662;1789;1994
1662;1793;1942
1662;1796;1974
1662;1785;2000
1660;1790;1958
1660;1787;2004
1660;1787;1994
1660;1788;1984
1660;1789;1966
1660;1790;1964
1660;1790;1996
1660;1786;1988
1660;1784;1940
1660;1786;1926
1660;1783;2000
1660;1778;1990
1660;1789;1936
1660;1776;1958
1660;1779;1958
1660;1784;2000
1660;1772;1982
1660;1777;1970
1660;1772;1948
1660;1772;1982
1660;1781;1976
1660;1783;2012
1660;1777;1942
1660;1777;1974
1660;1778;1998
1660;1775;1978
1660;1775;1990
1660;1773;1978
1660;1778;1966
1660;1774;1972
1660;1774;1960
1660;1784;1986
1660;1780;1944
1660;1780;1948
1660;1781;2008
1660;1777;1974
1660;1780;1956
1660;1778;2026
1660;1771;1964
1660;1775;1956
1660;1774;1978
1660;1774;1988
1660;1773;1964
1660;1777;1954
1660;1771;1986
1660;1765;1956
1660;1774;1946
1660;1784;1976
1660;1784;1982
1660;1780;1968
1660;1779;1954
1660;1774;1950
1660;1777;1994
1660;1776;1978
1660;1777;1976
1660;1780;1940
1660;1772;1986
1660;1782;1970
1660;1780;1952
1660;1780;1974
1660;1777;1972
1660;1774;1940
1660;1778;1976
1660;1773;1956
1660;1775;1958
1660;1773;1940
1660;1775;1992
1660;1784;1974
1660;1776;1978
1660;1783;1938
1660;1782;1940
1660;1780;1992
1660;1777;1962
1660;1776;1956
1660;1771;1990
1660;1783;1970
1660;1783;1990
1660;1776;1954
1660;1776;1950
1660;1783;1984
1660;1779;1968
1660;1782;1996
1660;1780;2004
1660;1785;1964
1660;1780;1954
1660;1791;1992
1660;1787;1976
1660;1779;1992
1660;1779;2018
1660;1776;1968
1660;1776;1962
1660;1773;1968
1660;1776;1992
1660;1774;1990
1660;1778;1972
1660;1779;1982
1660;1783;1948
1660;1780;1944
1660;1787;1946
1660;1786;1960
1660;1791;1970
1660;1785;1978
1662;1785;1996
1662;1787;1948
1662;1788;2038
1662;1775;1938
1660;1784;1946
1660;1777;1976
1660;1790;2038
1660;1783;1952
1660;1790;1956
1660;1785;1972
1660;1788;1986
1660;1779;1950
1666;1793;1964
1666;1787;1962
1666;1788;2028
1662;1791;2016
1662;1794;1968
1660;1781;1986
1660;1780;2020
1660;1790;1974
1660;1787;2016
1660;1787;2026
1660;1786;1970
1660;1784;1952
1664;1781;1966
1660;1779;1970
1660;1784;1962
1660;1795;1950
1660;1788;1994
1662;1794;1970
1660;1789;1978
1660;1788;2004
1660;1788;1976
1660;1780;1958
1660;1782;1948
1660;1778;1986
1660;1776;1948
1660;1770;1950
1660;1780;1960
1660;1774;1966
1660;1781;1966
1660;1791;1960
1660;1788;1926
1660;1790;1982
1660;1781;1970
1660;1779;1980
1660;1773;1990
1660;1772;1984
1660;1776;1962
1660;1779;1958
1660;1774;2006
1660;1782;1964
1660;1775;1956
1660;1776;1998
1660;1777;1970
1660;1776;1956
1660;1769;1918
1660;1779;1986
1660;1773;1940
1660;1780;1972
1660;1784;1962
1660;1790;1976
1660;1797;1966
1660;1794;1950
1660;1781;1932
1660;1788;1974
1660;1782;1998
1660;1784;2012
1660;1785;1978
1660;1791;1950
1660;1781;1980
1660;1786;1984
1660;1782;1976
1660;1779;2008
1660;1788;1954
1660;1787;1964
1660;1790;1968
1660;1788;1962
1660;1787;1958
1660;1785;2008
1660;1787;1964
1660;1787;2002
1660;1784;1992
1660;1784;1978
1662;1791;2004
1662;1796;1988
1662;1795;1986
1662;1797;1956
1662;1791;1948
1662;1807;1938
1668;1804;1968
1668;1798;2034
1668;1804;2004
1668;1800;2000
1668;1795;1984
1668;1795;2000
1668;1794;1966
1668;1794;2036
1666;1794;2006
1666;1795;1954
1666;1791;2012
1662;1796;1968
1666;1792;1968
1660;1792;1946
1666;1791;1968
1666;1788;1996
1662;1799;1986
1660;1799;1972
1660;1795;1968
1660;1787;1956
1660;1788;1988
1660;1781;1960
1660;1792;1978
1660;1792;1968
1660;1788;1972
1660;1788;1962
1660;1785;1970
1660;1784;2008
1660;1787;1968
1660;1782;1958
1660;1778;1992
1660;1772;1962
1660;1784;1962
1660;1783;1974
1660;1783;1964
1660;1786;1964
1660;1781;1944
1660;1783;1950
1660;1791;1978
1660;1782;1950
1660;1782;1948
1660;1774;1948
1660;1777;2000
1660;1772;1978
1660;1772;1974
1660;1778;1960
1660;1775;1960
1660;1775;1992
1660;1781;2002
1660;1775;1988
1660;1780;1970
1660;1774;1990
1660;1778;1962
1660;1780;2006
1660;1788;1948
1660;1780;1950
1660;1787;1964
1660;1781;1988
1660;1776;1948
1660;1782;1968
1660;1780;1966
1660;1782;1966
1660;1779;1974
1660;1772;1956
1660;1779;1986
1660;1783;1954
1660;1776;1970
1660;1770;1978
1660;1777;1970
1660;1781;1968
1660;1778;1974
1660;1781;1968
1660;1783;1972
1660;1781;1986
1660;1780;1992
